PRDTNM,RTRVLPRVNS,BSSHNM,ADDR,TELNO,BRCDNO,FRMLCUNIT,MNFDT,RTRVLPLANDOC_RTRVLMTHD,DISTBTMLMT,PRDLST_TYPE,IMG_FILE_PATH,PRDLST_CD,CRET_DTM,RTRVLDSUSE_SEQ,PRDLST_REPORT_NO,RTRVL_GRDCD_NM,PRDLST_CD_NM,LCNS_NO,sido,sigungu,record_date
티바인 알룰로스 유자청,세균수 기준 규격 부적합,티디바인,인천광역시 검단구,,8809668040616,450g,데이터없음,거래처 회수조치,2026-10-13,가공식품,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2421141, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2421142",C0309010200000,2025-11-13 14:09:01.433623,3000215480,2023028115722,3등급,액상차,20230281157,인천광역시,인천광역시 검단구,2025-11-13
리틀떡볶이,세균수 기준 규격 부적합,주식회사 리틀꼬마,경기도 광주시,,,260g,2025-10-31,유통처 긴급 개별 연락 및 방문회수 등,제조일로부터 1년,가공식품,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2416376, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2416377",C0323020000000,2025-11-07 14:09:43.766546,3000215326,2021038468015,3등급,기타가공품,20210384680,경기도,경기도 광주시,2025-11-07
동의한재 안동 산약 건조마,이산화황이 사용기준(30 ppm 이하) 초과·검출(175 ppm)되어 부적합 판정함,허브마켓주식회사,서울시 동대문구,,40169007,300g,2025-09-30(포장일자),,2025-09-30(포장일자),농산물,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2416212, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2416211",A0200400004000,2025-11-06 18:19:46.767941,3000215278,,3등급,마건조,,서울시,서울시 동대문구,2025-11-06
냉동 시금치,잔류농약 기준 초과,주식회사 희망상사,경기도 안성시,,8809415401158,1kg,포장일자: 2025.6.10,,포장일로부터 36개월까지,농산물,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2415760, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2415761",A0600200600000,2025-11-07 10:03:57.363173,3000215271,,2등급,시금치,20180016681,경기도,경기도 안성시,2025-11-07
오미자,잔류농약 기준치 초과 클로르피리포스 0.08 mg/kg(기준 0.01mg/kg),삼흥인삼(주),경기도 김포시,,,190g,2025-06-10(포장일자),판매처에서 삼흥인삼으로 회송처리,2025-06-10(포장일자),농산물,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2416220, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2416221, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2416222",A0500300900000,2025-11-07 09:22:20.660577,3000215289,,2등급,오미자,20080362359,경기도,경기도 김포시,2025-11-07
N-아세틸글루코사민,메탄올 부적합,주식회사 지오푸드,경기도 의왕시,,,25kg,데이터없음,거래처별 직접 유선 통화,2029.5.1,건강기능식품,http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2414790,E0206900000000,2025-11-05 17:48:34.278051,3000215243,,2등급,"NAG(엔에이지, N-아세틸글루코사민, N-Acetylglucosamine)",20160006629,경기도,경기도 의왕시,2025-11-05
건목이버섯,잔류농약 기준 초과,성민통상 주식회사,경기도 안산시 상록구,,8809460182514,"1kg, 10kg",포장일자: 2025.8.7,,포장일로부터 3년까지,농산물,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2413761, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2413762",A0700700000000,2025-11-05 17:08:36.264469,3000215206,,2등급,목이버섯,20230023177,경기도,경기도 안산시,2025-11-05
서울빙수팥,세균발육 기준 규격 부적합,(주)굿모닝서울,경기도 동두천시,,8809294953106,3kg,데이터없음,유통업체 재고량 전량 회수 예정,2028-10-16,가공식품,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2409847, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2409862, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2409863",C0313030000000,2025-10-31 15:15:05.67563,3000215037,1995031000739,3등급,조림류,19950310007,경기도,경기도 동두천시,2025-10-31
목이버섯,잔류농약 기준 초과,(유)태림에스엠,서울특별시 송파구,,8809260234673,1kg,포장일자: 2025.7.25,거래처 통한 수거,포장일로부터 2년,농산물,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2410759, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2410761",A0700700000000,2025-11-03 17:25:12.671024,3000215079,,2등급,목이버섯,20010114979,서울특별시,서울특별시 송파구,2025-11-03
건목이버섯,잔류농약 기준 초과,주식회사서경물산,경상북도 구미시,,8809225444727,"①수입제품 10kg, ②소분제품 500g",수입제품 생산년월일: 2025.5.4,당사로 반송택배 및 반송차로 회수,소분제품: 2026.12.26,농산물,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2406659, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2406660, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2406661, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2406662",A0700700000000,2025-10-28 14:18:55.243055,3000214847,,2등급,목이버섯,20140548789,경상북도,경상북도 구미시,2025-10-28
냉동두부피,"세균수, 대장균군 부적합",주식회사 경안무역,인천광역시 제물포구,,6971799851033,"2kg, 250g",2025.7.1,소비자 전화응대 및 거래처 문자발송 및 전화응대,제조일로부터 24개월까지,가공식품,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2406166, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2406167, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2406168",C0306010000000,2025-10-28 13:58:37.835058,3000214785,,3등급,두부,20200009385,인천광역시,인천광역시 제물포구,2025-10-28
순살족발,리스테리아 모노싸이토제네스 양성,주식회사 꿈을삶는사람들컴퍼니,경기도 오산시,,,100g,2025-10-01,거래처 재고량 전량 반품,2026-09-30,축산물,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2399712, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2399713, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2399714",C0316050100000,2025-10-21 19:30:31.893128,3000214547,202303581114,1등급,양념육,20230358111,경기도,경기도 오산시,2025-10-21
재래돌김,소비기한 사실과 다르게 표시,원영식품,서울특별시 동대문구,,8803616009786,40g,데이터없음,소비자에게 개별 연락하여 회수사실 및 절차 안내,2026-10-11,가공식품,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2399703, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2399704",C0319040000000,2025-10-21 15:07:32.995683,3000214544,20040042669100,3등급,조미김,20040042669,서울특별시,서울특별시 동대문구,2025-10-21
유기농사과즙,세균수 기준 규격 부적합,한울식품 영농조합법인F2,경상북도 상주시,,8807843510114,110ml,데이터없음,직접 회수,2027-03-16,가공식품,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2396418, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2396419",C0309030200000,2025-10-16 17:43:07.513735,3000214277,2012055615247,3등급,과.채주스,20120556152,경상북도,경상북도 상주시,2025-10-16
한우먹는날 한우 뼈없는 갈비탕,세균발육 기준 규격 부적합,주식회사 물맑은고기팜푸드시스템,경상남도 창원시 마산합포구,,2017058815911,700g,2025-04-29,물류차량을 이용한 직접회수,2027-04-28,축산물,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2384440, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2384441",C0316060000000,2025-10-01 11:15:12.189499,3000213663,20170588159146,3등급,식육추출가공품,20170588159,경상남도,경상남도 창원시,2025-10-01
한우잡뼈골드육수,대장균 기준 초과,주식회사 한소반,경기도 성남시 중원구,,,,2025-09-25,거래처 재고량 전량 반품,,축산물,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2385396, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2385399",C0316060000000,2025-09-30 10:15:53.363365,3000213737,201902670871,3등급,식육추출가공품,20190267087,경기도,경기도 성남시,2025-09-30
냉동틸라피아(F.포장횟감용),비브리오콜레라균 검출,티앤에스트레이딩,서울특별시 동작구,,,,포장연월일: 2025.7.3,직접회수 또는 택배회수,포장연월일로부터 24개월까지,수산물,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2386392, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2386393",B0201280000000,2025-09-30 18:52:15.277269,3000213807,,2등급,틸라피아,20100091829,서울특별시,서울특별시 동작구,2025-09-30
볶음땅콩,총 아플라톡신 기준 규격 부적합,(주)우농,경기도 오산시,,8809062651203,1kg,2025-08-25,회수량 없음,제조일로부터 18개월,가공식품,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2381665, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2381666",C0315030200000,2025-09-24 14:53:37.120161,3000213435,,1등급,땅콩 또는 견과류가공품,20040336213,경기도,경기도 오산시,2025-09-24
가르시니아,이상사례와 해당 제품과의 인과관계 가능성이 매우 높은 수준으로 위해가 발생할 우려가 있음,주식회사 네추럴웨이,경기도 포천시,,8806000001373,,데이터없음,거래처 재고량 등 반품 회수,2027.4.17.,건강기능식품,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2380759, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2380760, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2380761, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2380762",E0202500000000,2025-09-23 10:41:31.0,3000213388,20040015104104,,가르시니아캄보지아 추출물,20040015104,경기도,경기도 포천시,2025-09-23
조인트케어 글루코사민 알파,글루코사민 함량 부족,비타민뱅크(주),서울특별시 강동구,,8809288337837,"1,600mg X 90정(총 144g)",데이터없음,거래처 재고량 등 반품 회수,2027.1.19,건강기능식품,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2367223, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2367224, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2367225",E0000000000000,2025-09-05 11:00:03.181973,3000212327,,3등급,건강기능식품,20040120458,서울특별시,서울특별시 강동구,2025-09-05
자연에퐁당빠져든딸기소르베,세균수 기준 규격 부적합,완주로컬푸드과실생산자협동조합,전북특별자치도 완주군,,8809548581840,70g,2025-07-01,영업자회수,제조년월일 표시대상,가공식품,http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2368247,C0302030000000,2025-09-05 18:44:37.365733,3000212408,20170494010137,3등급,빙과,20170494010,전북특별자치도,전북특별자치도 완주군,2025-09-05
굼벵이브라더스,"중금속(납, 카드뮴) 기준 규격 부적합",굼벵이브라더스,인천 남동구,,,120g,데이터없음,식약처 및 인천시청 수거검사용으로 360g 판매하여 회수대상 없음,,가공식품,http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2366753,C0320020000000,2025-09-05 16:57:06.418926,3000212131,,2등급,곤충가공식품,,인천,인천 남동구,2025-09-05
포스트웰,세균수 기준 규격 부적합,비토바이오 농업회사법인 주식회사,경기도 화성시 만세구,,8809990671243,1L,데이터없음,소비자 개별 연락을 통해 회수 사실 안내,2028-05-11,가공식품,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2364108, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2364109",C0309060300000,2025-09-03 17:43:11.927829,3000212118,202003844177,3등급,기타발효음료,20200384417,경기도,경기도 화성시,2025-09-03
비토9+,세균수 기준 규격 부적합,비토바이오 농업회사법인 주식회사,경기도 화성시 만세구,,8809990671243,1L,데이터없음,소비자 개별 연락을 통해 회수 사실 안내,2028-05-11,가공식품,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2364098, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2364099",C0309060300000,2025-09-03 17:42:51.047888,3000212112,202003844173,3등급,기타발효음료,20200384417,경기도,경기도 화성시,2025-09-03
금정이가만든고추장굴비,이물(유리조각) 혼입,(주)여수명가,전남광주통합특별시 여수시,,,100g,데이터없음,"홈쇼핑 측 환불조치 연락, 홈페이지 공고 후 조치",2027-07-30,가공식품,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2361270, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2361271",C0313020100000,2025-08-28 18:19:03.541982,3000211608,2006050649759,1등급,절임식품,20060506497,전남광주통합특별시,전남광주통합특별시 여수시,2025-08-28
신옥로 유기 가루녹차,금속성이물 기준 규격 부적합,보성신옥로제다,전남광주통합특별시 보성군,,,1kg,데이터없음,영업자 회수(거래처 보관 제품 반품),2027-08-06,가공식품,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2357367, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2357368",C0309010300000,2025-08-22 17:38:51.930699,3000211309,1999051903822,3등급,고형차,19990519038,전남광주통합특별시,전남광주통합특별시 보성군,2025-08-22
달심 자몽허니클린티,식품첨가물(아셀렌산나트륨)사용기준 위반,주식회사 내츄럴엔,경상북도 영천시,,,280ml(20ml*14포),데이터없음,폐수처리시설 및 폐수 위탁 처리업체에 폐기함,2027-03-16,가공식품,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2357118, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2357119, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2357167",C0309010200000,2025-08-22 16:09:48.205612,3000211300,20190559114199,3등급,액상차,20190559114,경상북도,경상북도 영천시,2025-08-22
고농도 생강진액,세균수 기준 규격 부적합,지평선농부들,전북특별자치도 김제시,,,300ml,2025-06-30,거래처 재고량 반품 및 영업자 회수,제조일로부터 2년,가공식품,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2354225, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2354226",C0309010200000,2025-08-20 17:09:27.941027,3000211094,202104971636,3등급,액상차,20210497163,전북특별자치도,전북특별자치도 김제시,2025-08-20
율무(의이인)가루,제랄레논 기준 규격 부적합,자연초,서울특별시 동대문구,,,300g,데이터없음,홈페이지 회수 공지 후 소비자 보관물량 회수,2027-07-05,가공식품,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2354060, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2354061",C0323020000000,2025-08-20 17:09:51.891869,3000211075,2005004259018,3등급,기타가공품,20150042418,서울특별시,서울특별시 동대문구,2025-08-20
신선당근,잔류농약 기준 초과,주식회사월드에이스,인천광역시 부평구,,,10kg,생산년도 : 2025년 (수입일자 : 2025.7.15),,생산년도 : 2025년 (수입일자 : 2025.7.15),농산물,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2348297, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2348298, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2348299, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2348300",A0600400400000,2025-08-08 16:48:33.685536,3000210406,,2등급,당근,20160003910,인천광역시,인천광역시 부평구,2025-08-08
글루타치온 화이트 구강용해 설하멜팅정,식품첨가물(아셀렌산나트륨) 기준 규격 부적합,우리바이오 주식회사,경기도 안산시 단원구,,8809663534769,24g(400mgx2정x30포),데이터없음,거래처 공문 발송을 통한 회수 사실 통지,"2025-11-20, 2026-11-07",가공식품,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2344722, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2344723",C0301020000000,2025-08-05 14:54:57.181834,3000210154,,3등급,캔디류,20190326100,경기도,경기도 안산시,2025-08-05
맥주효모 비오틴,식품첨가물(아셀렌산나트륨) 기준 규격 부적합,우리바이오 주식회사,경기도 안산시 단원구,,8809895370364,90g(1000mgX90정),데이터없음,거래처 공문 발송을 통한 회수 사실 통지,2026-11-24,가공식품,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2344930, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2344933",C0301020000000,2025-08-05 14:54:37.851153,3000210144,,3등급,캔디류,20190326100,경기도,경기도 안산시,2025-08-05
샌드위치용기지함 치아바타,총용출량 기준 규격 부적합,한솔에코패키징(주) 우천지점,강원특별자치도 횡성군,,,,2025-07-08,용차 사용,,기구용기포장,http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2341843,F0100001100000,2025-07-31 13:39:55.54799,3000209700,,3등급,아크릴수지,20220556108,강원특별자치도,강원특별자치도 횡성군,2025-07-31
해초 소금,중금속(비소) 기준 초과,제제파크(주),경기도 용인시 처인구,,3305041400619,250g,2024.11.7 (제조번호 B24312),"(소비자) 출고 거래처를 통한 통지 / ( 거래처) 공문전달, 전화통화",,가공식품,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2340682, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2340683, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2340684, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2340685",C0312060600000,2025-07-30 10:33:26.872651,3000209629,,2등급,가공소금,20070015261,경기도,경기도 용인시,2025-07-30
진도구기자분말,금속성이물 기준 규격 부적합,농업회사법인 하나식품 주식회사,전남광주통합특별시 진도군,,,120g,데이터없음,직접수거 및 택배 반품,2027-06-06,가공식품,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2334396, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2334397",C0323020000000,2025-07-22 16:26:40.672306,3000208908,201705301296,3등급,기타가공품,20170530129,전남광주통합특별시,전남광주통합특별시 진도군,2025-07-22
코다리회무침,세균수 기준규격 부적합,(주)에이티푸드,경기도 양주시,,,5kg,데이터없음,영업자 회수,2026-12-30,가공식품,http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2330745,C0319020200000,2025-07-17 10:00:01.212278,3000208465,2022051709131,3등급,양념젓갈,20220517091,경기도,경기도 양주시,2025-07-17
벌집꿀,파라핀소초 함유 확인 결과 양성으로 확인(기준: 음성),지엠글로벌,경상남도 김해시,,,500g,2024.12.21,거래처에 재고량 확인 후 회수 사실 알림 등,2029.12.21,기타,http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2323048,C0321010100000,2025-07-08 17:43:15.883565,3000207810,,3등급,벌집꿀,20230012227,경상남도,경상남도 김해시,2025-07-08
벌집꿀,파라핀소초 함유 확인 결과 양성으로 확인(기준: 음성),주식회사 돌코롬,경기도 광명시,,,500g,2025.1.10,거래처 물,2029.1.10,기타,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2320273, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2320274",C0321010100000,2025-07-04 10:28:32.707901,3000207542,,3등급,벌집꿀,20240020583,경기도,경기도 광명시,2025-07-04
메리비 로우 마누카 허니콤,파라핀소초 함유 확인 결과 양성으로 확인(기준: 음성),주식회사 후박,인천광역시 서해구,,8809522572888,200g,2024.11.16,,2029.11.15,기타,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2320100, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2320101, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2320102",C0321010100000,2025-07-03 10:42:41.057613,3000207414,,3등급,벌집꿀,20220906622,인천광역시,인천광역시 서해구,2025-07-03
벌집꿀,파라핀소초 함유 확인 결과 양성으로 확인(기준: 음성),(주)어썸퓨어,경기도 하남시,,,500g,2024.12.27,거래처 물류 확인 및 고객센터 공지,2026.12.27,기타,http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2320107,C0321010100000,2025-07-03 10:42:55.750331,3000207419,,3등급,벌집꿀,20210012190,경기도,경기도 하남시,2025-07-03
혼합강낭콩,식품에 사용할 수 있는 원료의 목록에서 정한 것 이외의 원료 사용,농랑부랑,경기도 안산시 상록구,,,,2025.6.26,물품 반품 택배 등,,농산물,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2320070, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2320069",A0300000000000,2025-07-03 10:58:44.099924,3000207506,,1등급,두류,,경기도,경기도 안산시,2025-07-03
이프레소 얼음컵(epresso ice cup),세균수 기준규격 부적합,주식회사 블루파인,충청남도 아산시,,8809197840169,180g,2025-05-28,업체 자체 회수,유통기한표시 면제품목,가공식품,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2304457, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2304458",C0302040100000,2025-06-16 18:28:58.353758,3000206492,202104670333,3등급,식용얼음,20210467033,충청남도,충청남도 아산시,2025-06-16
냉동 아욱,잔류농약 기준 초과,주식회사 케이원무역,경기도 평택시,,8809415401707,1kg,포장일자: 2025.1.2,,포장일로부터 36개월까지,농산물,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2303618, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2303619",A0600200900000,2025-06-16 17:13:06.596424,3000206390,,2등급,아욱,20240017800,경기도,경기도 평택시,2025-06-16
유기농 아로니아 동결건조 분말,금속성이물 기준 초과 검출,주식회사 엔바이오텍,경기도 화성시 효행구,,,7.5kg,2024.11.15,판매처 직접 유선 연락,2026.11.14,가공식품,http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2301114,C0315070100000,2025-06-11 18:03:20.389096,3000206229,,3등급,과.채가공품,20180007202,경기도,경기도 화성시,2025-06-11
벌집꿀,파라핀소초 함유 확인 결과 양성으로 확인(기준: 음성),허니유(HoneyYou),인천광역시 연수구,,,0.5kg,2025.1.15,1차 판매처에 해당 제품 회수 공지,2030.1.15,기타,http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2298369,C0321010100000,2025-06-10 14:56:56.172019,3000206123,,3등급,벌집꿀,20240020541,인천광역시,인천광역시 연수구,2025-06-10
몽고간장 국,3-MCPD 기준 규격 초과,몽고식품주식회사,경상남도 창원시 의창구,,8801301001619,1.8L,데이터없음,"1차 거래처, 2차 거래처, 소비자 대상 해당 제품 교환, 반품 처리",2027-04-28,가공식품,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2299702, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2299703, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2299704",C0311070000000,2025-06-10 21:00:00.0,3000206114,1987058908011,2등급,혼합간장,19870589080,경상남도,경상남도 창원시,2025-06-10
몽고간장 국,3-MCPD 기준 규격 초과,몽고식품주식회사,경상남도 창원시 의창구,,8801301001619,1.8L,데이터없음,"1차 거래처, 2차 거래처, 소비자 대상 해당 제품 교환, 반품 처리",2027-03-31,가공식품,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2299697, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2299698, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2299699",C0311070000000,2025-06-10 21:01:00.0,3000206104,1987058908011,2등급,혼합간장,19870589080,경상남도,경상남도 창원시,2025-06-10
아미노산원액,3-MCPD 기준 규격 초과,주식회사 오복아미노,경상남도 김해시,,,,데이터없음,-,2027-05-07,가공식품,http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2299990,C0311050000000,2025-06-10 18:13:18.316018,3000206118,200506077551,2등급,산분해간장,20050607755,경상남도,경상남도 김해시,2025-06-10
오복순진간장,3-MCPD 기준 규격 초과,(주)오복식품,부산광역시 사하구,,8801126036766,13L,데이터없음,유통경로를 통한 회수,2027-05-19,가공식품,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2300011, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2300012",C0311070000000,2025-06-10 22:00:00.0,3000206125,19760144008115,2등급,혼합간장,19760144008,부산광역시,부산광역시 사하구,2025-06-10
오복간장(청표),3-MCPD 기준 규격 초과,(주)오복식품,부산광역시 사하구,,8801126034618,1.7L,데이터없음,유통경로를 통한 회수,2027-01-13,가공식품,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2300005, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2300006",C0311070000000,2025-06-10 22:02:00.0,3000206120,19760144008122,2등급,혼합간장,19760144008,부산광역시,부산광역시 사하구,2025-06-10
오복간장(금표),3-MCPD 기준 규격 초과,(주)오복식품,부산광역시 사하구,,8801126000118,900ml,데이터없음,유통경로를 통한 회수,2027-02-25,가공식품,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2300009, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2300010",C0311070000000,2025-06-10 22:01:00.0,3000206122,19760144008123,2등급,혼합간장,19760144008,부산광역시,부산광역시 사하구,2025-06-10
유니농 아로니아 동결건조분말,금속성이물 기준 규격 부적합,주식회사 매홍엘앤에프,강원특별자치도 양양군,,8809478910734,200g,데이터없음,회수요청(회수제품 전량수거),2026-11-14,가공식품,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2296063, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2296064",C0315070100000,2025-06-05 18:54:50.569472,3000205764,,3등급,과.채가공품,20180410171,강원특별자치도,강원특별자치도 양양군,2025-06-05
냉동 청포도,잔류농약 기준 초과,주식회사 대정,서울특별시 강남구,,8809153040879,"①수입제품 10kg, ②소분제품 1kg",데이터없음,,2027.3.5,농산물,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2297104, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2297105, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2297106, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2297107, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2297108",A0500400100000,2025-06-05 17:30:20.641926,3000205921,,2등급,포도,20030115203,서울특별시,서울특별시 강남구,2025-06-05
마 분말,금속성이물 기준 규격 부적합,서형,서울특별시 동대문구,,R003153020001,300g,데이터없음,직접 회수 및 유선통화 후 택배 회수,2026-11-10,가공식품,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2295305, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2295306, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2295307",C0323020000000,2025-06-02 20:19:43.780518,3000205761,2018004211988,3등급,기타가공품,20190042673,서울특별시,서울특별시 동대문구,2025-06-02
냉동블루베리,잔류농약 기준 초과,주식회사 희망상사,경기도 안성시,,8809415401851,1kg,데이터없음,"1,2,3차 판매처에서 해당 제품 회수 공지 후 회수물량 취합. 거래처에 회수요청 공문 발송",2027.2.28,가공식품,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2288568, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2288569",C0315070100000,2025-05-21 17:47:41.238721,3000205043,,2등급,과.채가공품,20180016681,경기도,경기도 안성시,2025-05-21
